0.412	9.274
5.784	13.082
10.748	16.134
9.907	17.450
14.408	19.279
17.421	20.318
12.703	22.698
21.862	23.737
22.144	27.850
22.226	28.981
27.387	29.330
29.007	32.545
33.112	39.918
38.455	40.638
33.118	40.721
34.802	42.717
39.197	44.190
47.498	56.372
54.207	60.377
56.508	61.420
54.281	62.416
54.118	63.773
64.506	71.439
66.575	72.267
65.878	72.313
68.942	73.332
68.142	74.775
70.588	74.831
72.545	75.387
73.303	75.743
74.053	76.051
68.226	76.147
74.758	80.177
76.517	83.412
77.494	83.933
77.556	85.588
82.749	87.351
85.072	88.355
88.009	88.898
88.597	90.338
102.593	111.666
108.210	112.967
108.578	114.150
109.733	116.028
113.386	118.266
116.934	121.577
124.808	131.070
126.375	134.402
131.438	136.251
134.608	139.710
138.172	141.052
135.641	142.145
144.289	153.324
149.638	155.984
151.649	157.119
154.290	158.845
154.189	159.380
155.084	163.361
159.646	164.638
161.174	167.083
161.717	167.411
167.460	169.587
163.991	170.032
170.667	177.865
172.008	180.376
179.994	180.819
175.688	181.433
173.659	181.865
182.097	188.627
185.447	189.433
185.659	191.314
189.132	191.670
183.524	191.895
185.532	192.672
200.805	208.479
205.337	210.997
203.375	211.619
207.331	211.631
204.804	214.207
218.821	229.593
223.027	231.525
225.243	233.542
230.866	233.932
231.621	236.554
233.681	238.761
244.849	250.958
247.501	252.155
246.605	253.212
249.770	253.477
242.385	254.707
258.768	264.066
258.784	265.307
263.158	266.486
274.274	280.572
268.065	281.956
278.129	284.623
282.861	286.996
284.950	287.493
287.304	292.497
288.891	295.994
289.056	298.684
297.297	299.570
294.885	302.483
297.934	302.499
301.837	307.908
303.097	308.364
299.941	308.918
306.520	311.692
304.311	311.738
309.311	315.002
312.019	315.472
313.770	315.871
313.851	317.429
314.597	319.810
317.663	321.428
315.154	326.151
323.301	330.357
327.877	334.381
332.435	335.728
337.278	342.949
338.120	343.418
343.387	345.653
346.920	353.350
346.830	353.371
351.766	353.937
346.878	354.957
354.898	356.024
346.582	356.028
352.097	356.311
350.946	356.598
356.311	357.149
356.807	358.139
356.105	360.905
358.949	361.230
359.475	362.789
363.938	370.620
360.385	371.049
366.781	371.478
370.080	372.425
365.670	372.804
372.236	374.228
368.615	374.624
368.683	375.505
371.641	376.087
372.565	377.945
379.138	386.563
381.177	387.104
381.847	387.448
384.506	389.252
389.359	395.431
389.419	396.609
389.470	396.807
393.548	397.771
394.047	399.866
389.923	400.433
397.531	400.466
403.018	410.054
403.730	410.778
400.770	412.282
414.339	419.997
418.906	425.213
420.983	429.686
424.692	430.941
421.705	430.960
429.685	431.742
426.127	432.760
428.578	437.416
433.719	439.996
432.706	441.015
432.533	441.781
443.545	452.685
449.499	456.628
450.544	458.748
457.193	460.139
456.131	460.544
465.198	474.476
470.626	475.730
471.457	477.389
471.482	478.807
469.089	478.844
477.509	480.775
477.620	483.217
482.510	485.500
491.868	498.908
494.819	501.132
500.600	503.357
494.281	504.564
511.003	519.577
514.481	521.619
516.513	523.140
519.745	525.454
517.869	526.047
524.570	526.661
519.087	526.925
525.501	527.969
522.949	529.856
525.186	530.268
528.634	532.167
529.637	532.359
531.617	534.014
532.741	538.933
538.606	542.451
545.228	552.123
545.869	552.930
545.176	554.281
547.003	555.270
559.422	572.644
564.967	572.835
565.651	574.053
563.783	575.039
568.858	575.653
574.053	578.601
582.945	589.872
581.741	590.621
589.061	592.151
592.381	598.863
594.274	600.640
606.371	612.796
610.829	615.690
611.613	617.121
607.135	619.302
618.524	620.921
619.209	623.039
611.082	625.952
623.275	627.287
625.895	630.946
631.151	637.725
632.463	640.596
633.651	640.877
634.635	640.990
640.408	643.451
643.054	645.657
651.871	659.806
658.107	663.193
658.523	664.309
661.126	665.027
660.812	666.924
661.240	669.679
661.457	671.469
667.204	674.610
676.675	682.722
671.637	683.194
677.866	685.516
684.945	688.718
680.594	690.000
688.719	693.199
686.302	693.443
690.572	695.139
689.686	695.144
689.442	695.929
696.899	704.668
699.273	708.574
706.677	709.395
708.426	711.166
709.353	715.712
713.772	719.055
718.797	721.309
718.833	723.703
722.004	728.285
722.279	729.085
722.628	730.446
728.809	731.409
728.926	731.494
729.708	732.597
742.383	748.213
745.608	750.954
744.819	751.485
744.295	751.890
743.944	753.125
749.501	753.863
749.811	755.311
756.716	762.451
758.073	764.247
768.117	779.785
774.973	780.888
775.968	781.292
778.654	783.237
776.802	785.434
782.088	786.808
778.956	787.521
781.972	788.425
782.118	793.659
793.690	798.666
797.285	800.303
794.691	801.254
798.992	802.546
800.252	804.108
800.066	804.639
807.241	812.811
817.242	825.040
828.271	833.779
827.242	834.890
831.020	835.548
827.579	836.283
842.190	848.221
844.427	850.820
847.756	851.426
850.854	855.530
853.940	858.665
851.711	859.105
856.981	861.700
854.989	862.629
855.797	863.737
856.039	864.059
868.687	877.053
873.400	878.410
870.384	879.322
876.346	881.035
885.835	893.453
886.881	893.897
889.102	895.256
884.420	895.829
894.468	896.222
888.014	896.431
900.867	906.802
905.306	908.958
903.061	909.853
901.898	911.662
910.367	913.792
907.777	914.138
911.170	915.883
912.027	917.012
912.242	917.476
911.229	917.536
914.741	919.286
914.964	919.892
914.531	920.597
917.847	924.752
923.317	927.233
925.259	929.818
918.828	930.542
931.410	937.587
930.931	937.642
933.398	943.568
938.155	944.050
937.926	946.198
947.214	956.261
946.671	956.532
951.492	958.040
963.471	970.649
968.395	976.458
969.496	977.146
969.819	977.970
971.883	978.345
979.076	985.556
980.069	990.564
986.475	993.734
986.911	997.429
993.806	997.465
994.984	999.503
993.899	1001.347
1001.652	1009.843
1006.306	1012.287
1013.097	1021.685
1018.346	1023.167
1022.264	1030.052
1026.167	1031.883
1025.606	1032.011
1031.862	1033.738
1028.277	1035.522
1027.786	1036.692
1035.842	1039.772
1035.010	1039.826
1036.032	1041.391
1045.482	1051.708
